payments,purchases,credit_limit,minimum_payments,oneoff_purchases,balance,cash_advance,cash_advance_trx,purchases_trx,installments_purchases
1237.111661,204.0,9000.0,2049.408839,204.0,6269.418144,2925.699862,12,2,0.0
20071.07544,963.24,7500.0,719.948985,963.24,1411.60223,6173.682877,6,6,0.0
3067.05783,0.0,1800.0,283.333445,0.0,663.44781,3133.063934,3,0,0.0
1262.309666,1526.59,3000.0,363.142736,786.3,784.889762,2188.419607,11,27,740.29
868.275275,203.82,4500.0,1801.264841,203.82,4104.710798,0.0,0,1,0.0
378.294227,0.0,1500.0,321.354137,0.0,1360.742377,1481.587093,1,0,0.0
1430.341501,1525.44,8500.0,1318.71492,469.8,5315.945594,0.0,0,20,1055.64
176.013005,109.74,1700.0,147.199792,0.0,474.447149,1013.659552,1,3,109.74
587.866451,507.5,4000.0,286.448719,507.5,863.809833,695.097159,2,3,0.0
8113.297346,901.42,12000.0,1012.415961,646.07,4931.331857,8530.648614,37,9,255.35
1399.82834,3107.85,2500.0,1322.446601,2221.74,1078.888565,0.0,0,18,886.11
691.825279,0.0,3500.0,581.481917,0.0,1565.681099,321.359135,3,0,0.0
3110.052742,1979.22,3000.0,132.446091,1979.22,464.674156,1981.265503,1,11,0.0
5678.729613,5217.62,7500.0,1311.514878,4789.09,2386.330629,0.0,0,42,428.53
764.938728,0.0,4000.0,1600.212243,0.0,3971.138765,224.575517,3,0,0.0
2110.557023,229.0,6000.0,1895.02617,0.0,5493.90406,970.591332,4,6,229.0
3509.686561,113.0,6500.0,548.105836,113.0,1879.114033,0.0,0,2,0.0
338.083661,66.2,1600.0,837.215674,66.2,1555.793701,0.0,0,1,0.0
4372.148648,0.0,4150.0,241.645387,0.0,809.582978,3819.672466,7,0,0.0
3688.045998,1887.64,1850.0,3266.996777,0.0,1923.886805,1605.949371,4,61,1887.64
777.451648,412.33,1800.0,897.905444,325.21,1758.059987,0.0,0,11,87.12
146.074769,0.0,1500.0,179.412493,0.0,809.847455,908.423608,1,0,0.0
540.022225,0.0,2500.0,352.883804,0.0,1576.305029,382.908547,6,0,0.0
6876.836205,263.5,6000.0,1001.607366,190.6,3990.523579,0.0,0,8,72.9
1623.816348,1363.69,1700.0,923.505868,1363.69,1699.435486,0.0,0,4,0.0
1288.214909,419.1,6250.0,2180.881868,0.0,5487.683724,625.399386,4,11,419.1
28232.69446,4523.27,7000.0,1107.030803,1664.09,2990.422186,27296.48576,27,33,2859.18
910.457985,0.0,7000.0,140.983193,0.0,656.01301,1474.349901,3,0,0.0
889.017418,713.9,2250.0,622.757696,503.08,1808.972419,0.0,0,8,210.82
1305.177304,791.94,6000.0,175.510344,516.64,532.334517,0.0,0,7,275.3
1990.044998,561.87,6000.0,2161.428274,249.5,5860.433624,0.0,0,14,312.37
2959.920544,606.11,11000.0,623.656993,606.11,1727.638449,0.0,0,17,0.0
1438.910569,320.0,1500.0,190.186542,0.0,578.809679,0.0,0,8,320.0
29.278671,0.0,1200.0,8242.687678,0.0,1205.716678,38.325801,1,0,0.0
1624.583114,388.66,7000.0,2503.40234,388.66,6593.820644,4621.93458,7,7,0.0
357.802082,244.85,5000.0,121.523416,40.21,17.357563,0.0,0,13,204.64
116.569033,0.0,9500.0,164.692136,0.0,81.584711,2985.300006,5,0,0.0
210.053432,133.05,12000.0,99.533735,28.2,3.78631,0.0,0,5,104.85
725.606194,396.0,1200.0,140.809454,0.0,42.46443,0.0,0,12,396.0
4921.066897,4915.6,9000.0,594.756686,4515.34,1935.362486,293.844792,1,50,400.26
1275.229436,1247.8,16500.0,171.357189,1247.8,134.917202,0.0,0,22,0.0
4589.873897,1603.78,11000.0,1876.262988,1445.14,7069.950386,5626.004046,23,23,158.64
3021.575846,2258.01,13500.0,2074.581541,1318.78,8181.251131,5251.228934,21,60,939.23
1073.844885,45.0,4500.0,968.941265,45.0,4037.305658,104.238064,1,1,0.0
6409.496345,5100.07,9000.0,9827.045323,1147.83,9381.255094,370.737197,1,46,3952.24
3056.424974,1032.04,4000.0,910.707525,226.9,1977.00709,4335.919227,21,17,805.14
440.840439,45.65,1800.0,312.560636,45.65,1321.47608,495.657934,1,1,0.0
151.823651,0.0,1200.0,2906.110765,0.0,1139.782882,120.612912,1,0,0.0
417.128532,739.44,6000.0,389.138517,739.44,1619.955708,0.0,0,11,0.0
217.820198,79.0,7000.0,121.781205,0.0,4.708041,0.0,0,3,79.0
26.487919,20.0,1500.0,60.913577,20.0,4.875885,0.0,0,1,0.0
712.149153,1346.28,2000.0,54.79166,0.0,23.394411,0.0,0,12,1346.28
9172.788366,2823.8,5700.0,2103.796148,1540.41,3539.801912,0.0,0,75,1283.39
2236.890255,0.0,4000.0,214.828158,0.0,862.07238,920.309805,1,0,0.0
532.741699,808.0,4000.0,1026.976,808.0,2441.542991,959.857263,6,4,0.0
1097.78942,941.64,2500.0,176.610605,0.0,408.656365,0.0,0,12,941.64
1241.538024,0.0,8000.0,1439.230899,0.0,4986.400804,5439.467563,40,0,0.0
577.050373,423.7,2000.0,498.365419,177.64,1246.624558,412.399058,2,10,246.06
10857.94321,4478.75,9000.0,2469.571326,2721.59,6644.201651,7205.520805,21,64,1757.16
858.976682,1354.86,5500.0,108.319927,585.63,156.216753,0.0,0,34,769.23
1509.423237,2812.2,8500.0,1834.031569,857.12,5322.994094,2510.352951,8,81,1955.08
1277.76778,0.0,7000.0,2760.115734,0.0,6458.56209,3360.228794,11,0,0.0
1884.227778,1508.9,5000.0,136.639824,1252.36,175.341651,0.0,0,14,256.54
552.432305,1045.57,3000.0,207.720441,667.95,680.195157,0.0,0,25,377.62
1206.81188,2309.78,6500.0,99.372848,0.0,223.763616,0.0,0,12,2309.78
687.691735,0.0,1800.0,2439.136113,0.0,1785.626943,576.206382,10,0,0.0
1969.845566,495.0,7000.0,147.049952,0.0,54.933231,0.0,0,2,495.0
932.418855,0.0,3000.0,709.207016,0.0,2662.629852,509.023801,4,0,0.0
1888.756861,6724.26,17000.0,2167.446204,4100.08,8504.876253,1686.599777,10,85,2624.18
3564.977774,5580.85,8500.0,630.00413,0.0,2114.158683,0.0,0,75,5580.85
3066.614272,0.0,19000.0,3406.258999,0.0,14224.11541,4614.427403,9,0,0.0
11628.71557,12462.44,2800.0,2000.990921,12462.44,2392.917738,0.0,0,217,0.0
385.853874,0.0,1200.0,84.697292,0.0,57.453201,272.713302,1,0,0.0
1004.35474,1957.3,5000.0,1086.428906,1077.3,4245.855092,0.0,0,19,880.0
2606.059389,150.64,17000.0,2894.077159,150.64,11167.23403,8362.154254,14,1,0.0
1906.032044,1271.12,5000.0,3572.279251,351.54,4637.848144,0.0,0,33,919.58
319.762903,250.6,3000.0,173.632006,0.0,24.28497,0.0,0,7,250.6
10664.65866,796.33,13000.0,2600.875721,796.33,9354.06045,13748.47131,16,1,0.0
554.116542,440.0,4000.0,185.091037,0.0,231.108995,0.0,0,22,440.0
1020.783647,1330.62,2000.0,709.610053,1169.63,1562.633343,0.0,0,8,160.99
1015.311953,5491.79,17000.0,615.92402,1390.5,2494.868559,0.0,0,52,4101.29
972.358048,897.86,1200.0,184.524376,714.52,706.132889,586.268966,3,18,183.34
23018.57583,22009.92,18000.0,18621.01331,9449.07,19043.13856,0.0,0,216,12560.85
1061.292471,720.6,2500.0,689.118919,720.6,2235.103331,723.308724,1,12,0.0
492.200419,197.06,1000.0,509.384182,148.66,947.13081,0.0,0,5,48.4
1566.806897,0.0,7500.0,172.959728,0.0,764.042156,1307.102516,3,0,0.0
3219.621433,2084.48,21500.0,3068.125648,1300.48,10598.46777,0.0,0,13,784.0
4416.41268,5779.36,6500.0,546.439139,3436.53,2163.678757,0.0,0,97,2342.83
698.854095,1025.0,7500.0,819.682666,1025.0,3057.400553,0.0,0,2,0.0
1235.630069,28.65,9000.0,194.324456,28.65,264.811595,384.26178,1,1,0.0
1955.198953,944.96,1500.0,992.652486,164.96,1108.22253,0.0,0,9,780.0
1855.235407,1039.2,13500.0,468.196732,80.0,906.573724,103.102091,1,11,959.2
3685.61062,4059.93,7000.0,12854.9397,0.0,7679.62904,555.469352,7,14,4059.93
2254.26002,4075.37,6500.0,329.29648,3322.28,1523.911458,0.0,0,31,753.09
835.839952,870.24,8000.0,193.011166,0.0,49.206256,0.0,0,24,870.24
11717.30794,9792.23,20000.0,6042.391629,3959.81,13673.07961,2444.445738,26,216,5832.42
2573.722764,2463.12,4000.0,95.342224,789.53,106.455975,0.0,0,46,1673.59
3104.275623,1859.34,20000.0,288.903628,0.0,119.760904,0.0,0,4,1859.34
363.474455,0.0,1800.0,2827.997525,0.0,1734.510004,66.275851,2,0,0.0
14373.3929,7283.31,11000.0,1058.128452,5087.31,2765.748281,0.0,0,77,2196.0
439.407082,295.0,1200.0,362.838185,295.0,1046.37041,93.579809,1,2,0.0
778.827993,0.0,3000.0,721.798576,0.0,2737.367678,429.691164,5,0,0.0
1009.185035,0.0,8500.0,1177.149934,0.0,4014.818167,988.356213,1,0,0.0
1110.886425,648.22,1200.0,208.298424,115.0,871.568977,0.0,0,27,533.22
422.711848,557.19,4000.0,616.005839,525.64,1610.040203,0.0,0,5,31.55
367.109312,469.98,1000.0,86.102479,0.0,114.593817,0.0,0,6,469.98
1346.365584,0.0,6500.0,1972.526015,0.0,5800.587339,369.950794,1,0,0.0
2916.071564,131.64,8000.0,243.199498,0.0,823.103926,0.0,0,12,131.64
4756.654374,5078.14,15000.0,241.894073,4330.53,595.677343,1424.442602,1,42,747.61
1202.711782,924.6,1000.0,1747.037345,0.0,1128.124563,0.0,0,12,924.6
1795.012223,1975.4,4000.0,167.219681,1393.5,349.441102,0.0,0,17,581.9
3621.266477,0.0,4000.0,193.171404,0.0,840.804076,3671.777443,5,0,0.0
10693.49585,10221.35,10500.0,347.641073,7141.38,975.942008,1620.685551,18,130,3079.97
291.948834,300.0,12500.0,43.452683,0.0,23.111088,0.0,0,3,300.0
1423.788603,0.0,3000.0,461.365626,0.0,2187.732265,3905.326256,9,0,0.0
4639.513745,5715.0,14000.0,3192.306018,4685.54,11972.01104,1626.351366,3,90,1029.46
470.565984,0.0,1800.0,408.799147,0.0,1608.451822,205.737165,2,0,0.0
2431.578544,0.0,3000.0,1739.74883,0.0,2933.240476,2040.433925,13,0,0.0
831.375322,256.11,5300.0,189.036967,0.0,36.236312,0.0,0,5,256.11
1686.196344,2697.48,2500.0,303.361632,150.5,903.29781,0.0,0,39,2546.98
17301.83238,117.0,4500.0,931.618475,0.0,2881.253586,17661.49486,28,3,117.0
441.588141,653.73,10000.0,136.827952,493.0,117.442684,0.0,0,15,160.73
2612.760497,2009.05,1200.0,197.638558,0.0,168.522709,0.0,0,22,2009.05
1186.062765,147.78,6000.0,374.595505,0.0,1706.014379,1657.090283,4,2,147.78
579.749308,516.54,900.0,693.894717,159.07,874.583247,0.0,0,30,357.47
254.392984,280.4,6150.0,55.79974,280.4,38.615644,0.0,0,3,0.0
1647.880773,79.2,4000.0,24.815878,79.2,40.417255,1631.576375,1,1,0.0
1382.269127,1453.32,16500.0,1755.253802,0.0,5462.897068,0.0,0,18,1453.32
1110.870941,756.54,4000.0,1431.201171,756.54,3983.923705,0.0,0,15,0.0
1412.597253,3507.35,11500.0,1825.176503,603.75,5588.846272,0.0,0,34,2903.6
2422.911622,3163.69,8000.0,187.046284,56.8,281.170378,0.0,0,36,3106.89
1043.55929,1343.19,15000.0,182.429461,1082.79,130.251538,0.0,0,33,260.4
541.722532,873.0,8000.0,762.682834,873.0,1973.814964,0.0,0,5,0.0
2976.579866,47.55,6000.0,3463.174962,0.0,5698.539876,2039.52804,14,2,47.55
1212.054219,370.0,23000.0,68.725483,370.0,43.103899,0.0,0,2,0.0
1249.835142,405.75,2000.0,313.052687,313.75,566.546048,1044.651618,6,12,92.0
376.758504,261.64,4000.0,169.78292,0.0,24.527253,0.0,0,10,261.64
4720.900413,1989.28,14000.0,2557.044576,842.8,8350.145568,893.757903,2,8,1146.48
9423.715495,10848.5,7500.0,2925.275522,8208.0,4559.779234,0.0,0,123,2640.5
130.107234,43.39,4000.0,29.700051,0.0,2.67713,0.0,0,1,43.39
2591.391006,645.32,1800.0,808.217224,645.32,1570.682346,1665.331678,9,2,0.0
1941.541158,987.1,10500.0,2391.987571,862.1,7201.736985,5468.620604,16,9,125.0
1658.563509,1464.14,11500.0,1887.413517,978.71,6467.885013,3947.86784,10,23,485.43
1260.16384,927.0,5000.0,59.04439,600.0,64.080909,0.0,0,4,327.0
1919.630466,393.62,10000.0,1731.549385,153.72,5635.860679,5933.467329,24,15,239.9
1034.932404,965.5,7500.0,941.496383,876.13,3670.50596,0.0,0,9,89.37
4543.63481,0.0,7500.0,647.20869,0.0,2458.376257,102.275984,1,0,0.0
947.696134,336.41,6000.0,217.027653,336.41,768.004936,0.0,0,9,0.0
548.967281,540.0,4000.0,48.659935,0.0,75.647479,0.0,0,3,540.0
542.836917,878.52,1500.0,471.496776,103.1,1121.730896,197.648111,1,39,775.42
134.710832,144.26,11500.0,75.515008,67.08,7.56809,0.0,0,7,77.18
2795.059574,493.85,2000.0,2661.324808,441.35,2053.441598,1738.33378,16,10,52.5
5763.666926,4490.69,8500.0,582.589765,3456.25,2422.311938,188.783221,1,52,1034.44
11994.41815,11188.62,10000.0,8517.258683,6099.16,9047.621884,0.0,0,151,5089.46
971.234118,1829.2,7000.0,985.954762,1792.7,3061.213971,0.0,0,17,36.5
69.163384,75.99,2700.0,99.401747,75.99,41.642389,0.0,0,1,0.0
1508.016452,1824.16,14500.0,1370.519926,1598.56,5431.622968,0.0,0,23,225.6
11036.72668,9325.22,8500.0,1824.680131,9325.22,6571.484039,0.0,0,5,0.0
125.769169,100.0,4000.0,104.857518,100.0,28.461629,0.0,0,1,0.0
2384.542045,1431.89,4000.0,3868.70983,430.69,4178.625215,0.0,0,39,1001.2
2187.930651,2260.41,8500.0,739.224894,1356.33,3019.019487,0.0,0,25,904.08
1068.581252,0.0,1200.0,25.537,0.0,1.045584,466.643895,1,0,0.0
9695.650901,10410.49,19500.0,726.696049,1158.84,2723.369217,0.0,0,41,9251.65
505.317328,990.7,1400.0,438.324017,482.0,1070.999446,0.0,0,13,508.7
2928.909865,3034.92,2900.0,2733.317012,0.0,279.608696,0.0,0,12,3034.92
1215.454299,1038.81,5700.0,422.331098,1038.81,1255.901821,1092.634704,1,21,0.0
542.7463,45.65,2500.0,628.211031,45.65,2229.857287,0.0,0,1,0.0
1839.928884,2641.98,3000.0,1075.456585,1386.3,2363.489077,263.884743,1,41,1255.68
1975.974183,300.0,12000.0,1774.584333,0.0,7623.224897,2800.728343,3,6,300.0
2515.435738,126.69,10500.0,975.504012,42.88,3421.571922,154.341344,1,5,83.81
409.594792,247.09,5500.0,69.921472,0.0,48.898611,182.357669,3,7,247.09
586.974046,301.1,1950.0,1089.040271,83.0,1874.716289,0.0,0,10,218.1
3773.727455,2410.07,4000.0,169.879335,1670.5,237.235398,0.0,0,15,739.57
5825.602115,5350.19,8000.0,318.305326,4783.34,1272.927288,0.0,0,101,566.85
426.092563,630.03,5500.0,213.369694,630.03,558.476701,0.0,0,1,0.0
3574.480603,3197.24,3000.0,1328.897516,2080.02,2814.207626,0.0,0,49,1117.22
130.61272,133.0,3000.0,41.436595,0.0,8.061012,0.0,0,3,133.0
1055.835407,1646.16,12000.0,236.619362,1023.42,435.862142,0.0,0,33,622.74
75.896288,79.66,1500.0,75.967742,0.0,6.390383,0.0,0,12,79.66
10993.89211,319.92,12000.0,2501.560923,0.0,9612.21512,13439.5704,12,12,319.92
2657.856602,3677.52,12500.0,1912.298544,3543.73,7938.559134,0.0,0,98,133.79
3033.665478,1041.63,4000.0,716.70488,1041.63,2344.478291,4003.968939,6,14,0.0
1851.602411,675.96,1000.0,1382.292833,0.0,996.48222,0.0,0,12,675.96
220.46377,193.14,2000.0,71.965063,0.0,19.508047,0.0,0,5,193.14
1449.039414,1703.23,11500.0,183.298253,1703.23,185.640313,0.0,0,13,0.0
1350.318606,0.0,6000.0,1249.937085,0.0,5335.302925,468.958688,2,0,0.0
479.910499,234.16,1500.0,149.977816,0.0,22.189283,0.0,0,4,234.16
76.943584,29.68,10000.0,75.595199,29.68,5.871769,0.0,0,1,0.0
802.38543,1322.67,11000.0,229.655091,1096.71,1049.496471,774.260436,6,28,225.96
1583.411686,1607.88,13500.0,2216.638394,0.0,5570.190127,0.0,0,84,1607.88
2166.981163,0.0,1800.0,568.063083,0.0,1668.591831,1716.941235,5,0,0.0
3823.346244,3183.0,9000.0,629.080506,3183.0,2224.590946,0.0,0,2,0.0
1350.370286,3014.23,4500.0,655.633916,1340.34,2903.781184,103.610197,1,93,1673.89
3792.095079,7323.38,3000.0,1737.893866,4944.88,2041.480046,191.331735,1,81,2378.5
4758.209146,8533.54,10000.0,7256.951816,4072.76,7755.698607,7540.30735,12,72,4460.78
2161.153147,408.93,9000.0,312.343947,74.8,614.263149,0.0,0,10,334.13
5624.074339,3999.92,7500.0,9952.672511,200.0,8097.334733,0.0,0,14,3799.92
1116.967993,2980.46,6000.0,289.439818,657.78,1082.33027,0.0,0,50,2322.68
717.798364,560.73,7500.0,670.049653,560.73,2734.66412,0.0,0,11,0.0
634.000055,569.9,9500.0,92.012927,569.9,80.708806,0.0,0,3,0.0
11198.92613,6186.77,10950.0,608.36886,6099.08,2554.525229,1898.690655,1,38,87.69
4317.191232,4550.81,8500.0,208.73456,3016.98,535.947221,438.469118,1,99,1533.83
990.524408,150.8,7500.0,989.783286,150.8,3905.365959,1659.19931,5,2,0.0
1280.473571,1385.1,14000.0,193.369942,1005.1,156.278339,0.0,0,21,380.0
26652.34432,32539.78,11500.0,1971.129435,26547.43,5131.319584,0.0,0,98,5992.35
12005.3074,410.24,16500.0,1055.547896,44.71,5265.763713,15452.97758,13,21,365.53
294.507498,47.95,1500.0,86.245988,47.95,2.564117,0.0,0,1,0.0
483.557464,126.57,2100.0,524.426392,126.57,1873.084577,181.139378,1,4,0.0
5863.94034,414.0,10500.0,570.250342,0.0,1473.495809,0.0,0,9,414.0
859.829946,2010.0,8500.0,479.831475,630.0,1504.82705,1189.292764,1,14,1380.0
4786.64868,4693.15,13500.0,1741.158024,4332.65,7645.108427,0.0,0,12,360.5
829.505486,498.96,1000.0,1623.389428,0.0,1129.33758,72.259355,1,12,498.96
2914.419813,2856.57,2500.0,2173.680619,922.84,2302.184366,0.0,0,62,1933.73
2755.877257,0.0,3000.0,144.621645,0.0,272.711518,682.156051,2,0,0.0
6010.525656,0.0,7000.0,1793.262654,0.0,4246.430225,9270.408108,16,0,0.0
871.713321,0.0,3000.0,609.206784,0.0,2420.761135,567.233798,2,0,0.0
580.13865,409.63,5000.0,1114.588285,351.87,2935.324966,1876.241162,4,12,57.76
1024.267592,843.34,6500.0,122.850835,843.34,83.148283,0.0,0,17,0.0
1362.966798,0.0,6000.0,2019.027883,0.0,5469.851311,512.792701,3,0,0.0
1986.838064,2236.49,10000.0,233.614975,758.52,280.142117,0.0,0,34,1477.97
1515.594331,464.51,6000.0,2092.915898,399.41,5790.930626,2516.727082,6,10,65.1
856.05828,1779.0,5000.0,761.012234,1779.0,3605.714046,0.0,0,2,0.0
1057.678259,0.0,4000.0,1229.820066,0.0,3992.261885,348.834361,9,0,0.0
370.996177,456.36,6000.0,163.287618,0.0,41.833264,0.0,0,14,456.36
7943.57021,5758.71,2900.0,197.416104,2252.37,635.090434,0.0,0,48,3506.34
2261.523522,245.98,6000.0,388.258009,245.98,1521.1681,2792.67597,3,2,0.0
1786.142816,0.0,12000.0,1351.998523,0.0,5547.092593,3298.958165,2,0,0.0
1620.193277,733.9,3000.0,857.535876,733.9,2503.107213,0.0,0,13,0.0
1583.918811,1641.07,500.0,137.046292,1641.07,191.450711,380.972341,1,15,0.0
1139.058595,674.73,4000.0,1403.477006,674.73,3621.70204,1684.957411,8,12,0.0
7596.768364,2702.47,11000.0,1013.086448,1526.31,2762.479434,0.0,0,27,1176.16
8019.800702,0.0,8000.0,964.118618,0.0,4338.606862,1817.569093,4,0,0.0
451.600059,1579.15,2700.0,199.955286,1462.35,388.873921,0.0,0,15,116.8
1933.413908,0.0,11000.0,2576.552758,0.0,9261.310686,8603.045938,10,0,0.0
2059.879468,2161.38,4500.0,165.05215,451.5,208.131845,0.0,0,41,1709.88
1289.570234,1482.19,6000.0,173.686552,446.07,169.088238,0.0,0,26,1036.12
1364.121036,1446.05,3500.0,186.240772,544.45,133.911556,0.0,0,16,901.6
312.433361,0.0,4500.0,648.139459,0.0,1613.34907,1606.322681,3,0,0.0
611.606459,498.17,15000.0,162.94308,459.02,53.208422,0.0,0,14,39.15
2715.972095,2009.12,2500.0,956.330023,1296.68,1329.967543,1763.794583,10,36,712.44
719.974244,0.0,1000.0,339.553093,0.0,927.041961,402.974164,5,0,0.0
1151.721386,0.0,5500.0,627.015802,0.0,1872.767651,3394.509419,3,0,0.0
117.542764,0.0,1000.0,137.6915,0.0,185.396312,842.456926,7,0,0.0
863.62306,0.0,7000.0,1148.631716,0.0,4823.822993,6481.300951,4,0,0.0
314.302968,126.2,1950.0,417.290247,126.2,994.105777,0.0,0,10,0.0
325.578502,225.0,1500.0,286.122587,0.0,40.089221,0.0,0,12,225.0
1289.284068,14.95,5700.0,1172.289863,0.0,4732.37354,2173.356068,11,1,14.95
2055.100879,874.98,12500.0,2199.077716,350.0,9206.811696,4653.693195,9,16,524.98
1493.089193,0.0,7500.0,2488.976669,0.0,6719.376505,2443.262416,7,0,0.0
1042.991769,445.2,8000.0,579.587654,445.2,2233.074041,0.0,0,4,0.0
476.162309,0.0,4500.0,401.970276,0.0,1867.649838,3264.573342,9,0,0.0
453.842413,689.34,1500.0,148.28357,0.0,57.842746,0.0,0,24,689.34
19714.09728,2006.87,21000.0,1479.309409,420.6,4194.033835,0.0,0,26,1586.27
1084.281127,0.05,1000.0,367.409536,0.05,850.630114,1700.634586,7,1,0.0
2690.525687,3085.69,8500.0,192.66679,3032.97,353.198215,0.0,0,21,52.72
642.777061,0.0,3000.0,1122.076137,0.0,2669.160638,142.141325,2,0,0.0
1077.058667,1080.0,6000.0,169.005281,1080.0,92.440743,0.0,0,12,0.0
4952.900653,2721.16,6500.0,280.821958,2417.41,706.675991,0.0,0,32,303.75
4003.782858,3095.96,14000.0,197.186568,1383.56,361.319366,0.0,0,32,1712.4
2147.890523,0.0,2300.0,2077.873573,0.0,2324.086254,1600.758078,13,0,0.0
9226.751112,71.07,9500.0,797.250949,0.0,2922.487907,3595.158425,9,3,71.07
718.794328,65.0,1200.0,53.655347,0.0,98.364739,0.0,0,2,65.0
3805.669705,4786.61,9000.0,163.459999,4397.64,498.208616,0.0,0,61,388.97
347.08638,174.42,2500.0,149.301101,0.0,16.93339,0.0,0,5,174.42
6084.115091,242.88,13500.0,890.639118,0.0,3355.631092,0.0,0,12,242.88
222.02316,216.94,3200.0,300.210049,216.94,907.982017,1011.997944,5,3,0.0
32048.6122,2246.3,6000.0,406.790252,2246.3,1132.386178,14048.07181,20,8,0.0
535.606816,361.73,1500.0,432.68808,361.73,1254.6691,198.686744,1,2,0.0
345.330572,330.0,1800.0,85.297166,330.0,80.336636,0.0,0,1,0.0
2437.332725,2854.11,9500.0,176.283228,1797.96,260.838885,0.0,0,51,1056.15
302.454171,390.0,2000.0,74.667401,90.0,17.356961,0.0,0,7,300.0
2961.632199,422.18,5500.0,440.30634,422.18,1897.672025,0.0,0,12,0.0
1866.265366,1005.52,3000.0,237.328382,464.5,1032.241153,0.0,0,33,541.02
8251.146946,2132.93,11000.0,834.025674,959.1,3536.601227,5340.016172,20,74,1173.83
344.161416,284.72,5000.0,155.792859,0.0,21.580264,0.0,0,16,284.72
1288.287239,0.0,10500.0,1164.178674,0.0,4211.539631,455.581546,1,0,0.0
5674.185857,3244.16,11500.0,563.827502,2480.85,1732.715258,0.0,0,29,763.31
3957.017497,2490.17,9500.0,4951.58548,905.17,8939.461145,5309.949725,11,8,1585.0
918.414211,636.15,8500.0,57.150516,636.15,41.754778,0.0,0,5,0.0
3909.837604,3018.93,5000.0,444.12429,1702.62,1937.246177,0.0,0,99,1316.31
1142.077891,1222.97,19500.0,185.657751,202.97,99.955082,0.0,0,16,1020.0
1716.998424,110.18,6000.0,2463.472147,0.0,5135.604593,6551.99521,17,4,110.18
2298.902197,0.0,3000.0,214.263752,0.0,214.896542,1192.015721,1,0,0.0
548.589391,0.0,1800.0,529.340488,0.0,1543.287931,36.481832,1,0,0.0
389.411161,983.77,2400.0,219.465695,603.77,601.92037,0.0,0,15,380.0
